text,predicted class
"γραπτώς . - ( HU ) Κυρίες και κύριοι , κύριε Πρόεδρε , χαιρετίζω το πρόγραμμα εργασιών της Επιτροπής για το 2008 , το οποίο ορίζει το μέλλον της Ένωσης και τα επόμενα στάδια στην εξέλιξή της .",3
"Ομοίως , τα προγράμματα ΣΓΠ πρέπει να είναι δεόντως αυστηρά και να είναι εφαρμόσιμα .",3
"Ειδάλλως , η συνεδρίαση μπορεί να διακοπεί με τον πιο άκαιρο τρόπο .",3
""" φιλοσοφία της προτεινόμενης νομοθεσίας είναι να βοηθήσει τα κράτη μέλη να ασκήσουν πειθαρχημένες πολιτικές και να θέσει τις βάσεις για μια σταθερή μακροπρόθεσμη επίδοση ως προς την ανάπτυξη , που είναι κρίσιμης σημασίας για την ευημερία των ευρωπαίων πολιτών , ενώ παράλληλα συμβάλλει σημαντικά στην πρόληψη μελλοντικών κρίσεων .",3
"Στην Ευρώπη προωθούμε την περαιτέρω ανάπτυξη ανάλογων μέσων στο πλαίσιο των διαφόρων τομέων , αλλά και με πολυτομεακές πρωτοβουλίες .",3
Μιλάμε για συλλογική προσφυγή .,3
"Μερικοί παίκτες που έχουν δηλώσει ότι παίζουν για την Ιρλανδία έχουν υποστεί ρατσιστική εξύβριση και τους έχουν τραγουδήσει το "" Τραγούδι για το Λιμό "" , που αποτελεί τεράστια προσβολή , όχι μόνο για τους παίκτες , αλλά και για τον ιρλανδικό λαό .",3
"γραπτώς . - ( RO ) Ψήφισα υπέρ της έκθεσης σχετικά με τις συναλλαγές στον τομέα των υπηρεσιών , που δίνει έμφαση στη σημασία των συναλλαγών στον τομέα των υπηρεσιών για τη δημιουργία θέσεων απασχόλησης .",3
"Ωστόσο , η αιτιολόγηση της ψήφου μου δεν αφορούσε αυτό .",3
Μπορώ μόνο να καλώ όποιον μιλά σε μια συζήτηση να βρίσκεται εδώ από την αρχή της συζήτησης .,3
"Κυρίες και κύριοι , πρέπει να αποφύγουμε μια κατάσταση κατά την οποία στο μέλλον το σπίτι μας μπορεί να κλονιστεί ξανά , και η λύση έγκειται στην έγκριση της δέσμης μέτρων για την οικονομική διακυβέρνηση .",3
"Σήμερα , δεν πρέπει μόνο να βελτιώσουμε τις συνθήκες ασφαλείας , αλλά και να ενισχύσουμε την Ευρωπαϊκή Κοινότητα Ατομικής Ενέργειας και να μεταβούμε σε μια Ευρωπαϊκή Κοινότητα Ενέργειας . """,3
"Επί της αρχής , η υπογραφή της οριζόντιας συμφωνίας στη σύνοδο πρέπει να συνοδεύεται από την υπογραφή της συμφωνίας χρηματοδότησης του νέου προγράμματος πολιτικής αεροπορίας ύψους 12,5 εκατομμυρίων EUR .",3
"Κατά την άποψή μας , η δέσμη μέτρων οικονομικής διακυβέρνησης -με την παρούσα μορφή της τουλάχιστον- συνιστά λάθος απάντηση στην κρίση την οποία αντιμετωπίζουμε .",3
"Εξ ονόματος των βρετανών φορολογουμένων , καλώ τον David Cameron να απαιτήσει όχι πάγωμα , αλλά σημαντική μείωση του προϋπολογισμού του 2012 .",3
Θα είναι τραγωδία να εξαφανιστεί ένα πλάσμα που έχει αλλάξει τόσο λίγο μέσα σε δεκάδες εκατομμύρια χρόνια .,3
Η τρίτη έκθεση για την οικονομική και κοινωνική συνοχή εγκρίθηκε από την Επιτροπή στις 18 Φεβρουαρίου και παρουσιάστηκε την ίδια μέρα εδώ στην Ολομέλεια από τον κ . Barnier .,3
& # 160 ; & # 160 ; .,3
"Όπως αναφέρει ο εισηγητής , “ μια αγορά μπορεί να είναι 100 % ανοικτή , όπως συμβαίνει στη Γερμανία , και όμως να είναι ουσιαστικά αδιάβλητη από ξένες εταιρείες , επειδή οι εγχώριες εταιρείες έχουν , στην πράξη , το μονοπώλιο στις υποδομές .",3
Και η απόδειξη βρίσκεται στο πρόβλημα των τρελών αγελάδων .,3
Η Ευρωπαϊκή Ένωση πραγματοποίησε ένα άνοιγμα με μία αξιέπαινη πρωτοβουλία : όλα εκτός από όπλα .,3
"Γεγονός που αποδεικνύεται από τη σημασία της εισφοράς του ΑΕΠ , 4ου ιστορικού πόρου του ευρωπαϊκού προϋπολογισμού που ανάγεται χρονικά μόλις στο 1988 .",3
Η κατάσταση των αναπτυσσόμενων χωρών είναι εντελώς διαφορετική .,3
"Και επικροτώ τη βούληση με την οποία δηλώσατε ότι θέλετε να καταλήξουμε σε μια ξεκάθαρη συμφωνία σχετικά με ένα τόσο λεπτό θέμα όπως η πρόσβαση στα έγγραφα , αλλά πρέπει να προχωρήσουμε και παραπέρα .",3
"Δεν είμαστε επομένως αφελείς στο πλαίσιο της σχέσης μας με τις "" νωμένες Πολιτείες , αλλά ούτε και θέλουμε να προκαταλάβουμε τις προθέσεις τους .",3
"Θα μπορούσαμε , όμως , να μιλάμε για καθεαυτό αθέμιτο ή ανέντιμο ανταγωνισμό , αν δεν είχε ληφθεί υπόψη αυτός ο παράγοντας και απορώ που ούτε η Ένωση γενικά ούτε το Κοινοβούλιο ειδικότερα δεν έχουν καταφέρει ακόμη να ρυθμίσουν με ακρίβεια το θέμα .",3
"Αυτό για το οποίο εμείς λυπόμαστε είναι ότι δεν υπάρχει ακόμα μια γενική νομοθεσία για την προστασία του περιβάλλοντος μέσω ποινικού δικαίου , και μάλιστα η αντιπαράθεση μεταξύ Συμβουλίου και Επιτροπής έπνιξε τις ελπίδες , τουλάχιστον αυτές που τρέφαμε εμείς οι οικολόγοι , με τη γνωστή προσφυγή που ακολούθησε στο Ευρωπαϊκό Δικαστήριο .",3
Να γιατί είπα ότι η συζήτηση σχετικά με τις επιλογές που παρουσιάζει η Λευκή Βίβλος για τη διακυβέρνηση αποτελεί μια πρώτη φάση της συζήτησης για το μέλλον της Ένωσης .,3
"Στη συνέχεια , την επομένη της καταστροφής του , τον Δεκέμβριο του 1999 , η Ευρωπαϊκή Ένωση υιοθέτησε πέντε σημαντικά κείμενα για την ασφάλεια στη θάλασσα .",3
"Παρόλα αυτά , εύχομαι ένα εξαίρετο έτος και , κυρίως , πολύ καλή υγεία στην κ. de Palacio .",3
Timati & Fast Food ) * 2012 — From Russia With Love * 2012 — The Bird * 2012 — Rendez-Vous ( feat .,3
Μπορώ να προβάλω πολλούς λόγους για να δικαιολογήσω την ψήφο μου υπέρ αυτής της έκθεσης .,3
Семён Слепаков ) * 2013 — Angels ( feat .,3
"Η απουσία δημοκρατίας , διαφάνειας και απόδοσης ευθυνών , η διαφθορά σε όλα τα επίπεδα και η κακή χρήση της ροής των ενισχύσεων που παρέχει η διεθνής κοινότητα , αποτελούν όλες μέρη του προβλήματος .",3
Η Επιτροπή Αναφορών ζήτησε από το Διαμεσολαβητή να μας ενημερώσει για τα προβλήματα που του παρουσιάζουν οι πολίτες .,3
"Από την άλλη , στις περιπτώσεις όπου υπάρχουν λόγοι που δικαιολογούν την καταδίκη , ασκούνται εφέσεις .",3
"Πρέπει επομένως , για λόγους τόσο ανθρωπιστικού όσο και οικονομικού χαρακτήρα , να καθοριστεί μία συνολική πολιτική που να μπορεί να διαχειρίζεται αποτελεσματικά αυτές τις μεταναστευτικές κινήσεις , ένα πεδίο όπου σήμερα υπάρχει κενό , το οποίο δεν είναι δυνατό να μην αντιμετωπίσει η Ευρωπαϊκή Ένωση .",3
Ερώτηση αριθ .,3
Θέλω επίσης να αναφερθώ στους επικείμενους Ολυμπιακούς Αγώνες .,3
"Θεωρείτε πραγματικά , εφόσον μας παρουσιάσατε τις οδικές μεταφορές ως βιώσιμες μεταφορές , εκτιμάτε πραγματικά , λέω , με βάση τις μελέτες που έχουν εκπονηθεί , ότι η επαναλειτουργία της σήραγγας του Λευκού Όρους θα εντάσσεται στις απαιτήσεις , καταρχάς , και στις δεσμεύσεις , στη συνέχεια , που έχουμε αναλάβει , ιδίως του Κυότο ;",3
Ας είμαστε ενωμένοι κι ας διαπραγματευθούμε με στρατηγικό και περιεκτικό τρόπο .,3
"Κατόπιν αυτού , όπως γνωρίζετε , πολλές εξελίξεις λαμβάνουν χώρα στον τομέα του χάλυβα και πιθανόν θα έχουμε τελικά τέσσερις ή πέντε μεγάλες ευρωπαϊκές εταιρείες χάλυβα .",3
"Από την άλλη πλευρά δεν μπορούν πάντα να καθοριστούν σαφώς τα όρια μεταξύ ερωτικής εμφάνισης , αισθητικής φωτογραφίας και πορνογραφικού περιεχομένου .",3
"Κύριε Πρόεδρε , παρατηρούμε γενικά με μεγάλη σχολαστικότητα τις υπηρεσίες της Επιτροπής και συχνά τους συστήνουμε να επιδεικνύουν περισσότερο σθένος .",3
Η αξιοπιστία είναι είδος σε έλλειψη .,3
Η σώφρων χρήση της ενέργειας αποτελεί εύστοχο παράδειγμα προόδου .,3
"Στην περίπτωση αυτή , θα πρέπει να υπάρχει η δυνατότητα διεθνούς νομισματικής συνεργασίας για να επανέλθουν οι ισοτιμίες σε αποδεκτά επίπεδα , η οποία θα μπορούσε να συντονίζεται από το ΔΝΤ , όπως αναφέρει , ορθώς , η έκθεση .",3
Αυτή είναι επίσης μια ευκαιρία αναβάθμισης και ενίσχυσης της δέσμευσής μας να καταπολεμήσουμε την εισροή πλήθους πειρατικών και πλαστών προϊόντων .,3
""" Douglas TBD-1 "" Devastator "" , Aero Series 23 "" .",3
30.000 μπεκερελ στα ζαρκάδια στην περιοχή Gοvle δεν είναι ασυνήθιστο - όλα αυτά παρά το ότι οι αρχές πριν δέκα χρόνια υποσχέθηκαν ότι όλη η ραδιενέργεια θα εξαφανιζόταν πολύ σύντομα .,3
"Αντ  αυτού , η κυβέρνηση θα πρέπει να σύρει τους υπεύθυνους για τις δολοφονίες ενώπιον της δικαιοσύνης και να επιβλέψη η ίδια ώστε να μην παραβιάζονται τα ανθρώπινα δικαιώματα .",3
"Κατά τη διάρκεια της ίδιας εικοσαετίας , η παραγωγή και η κατανάλωση των παράνομων ναρκωτικών αυξήθηκε από την πλευρά της κατά ποσοστό πραγματικά χωρίς προηγούμενο στην ιστορία των καταναλωτικών συνηθειών του ανθρώπινου γένους .",3
"Aυτό , πιο συγκεκριμένα , σημαίνει ότι στόχος μας θα πρέπει να είναι , αμέσως μετά την έναρξη της ONE , να κάνουμε το παν ώστε , πρώτον , να εξασφαλίζεται διαρκώς η σταθερή βάση πάνω στην οποία πρέπει να βρίσκεται η Oικονομική και Nομισματική Ένωση .",3
""" The Encyclopedia of the World s Combat Aircraft : A Technical Directory of Major Warplanes from World War 1 to the Present Day .",3
"Τέλος , τα κατώτατα όρια όσον αφορά τις πλειοψηφίες πρέπει να αυξηθούν κατά τρόπο ανάλογο της σπουδαιότητας της διαδικασίας .",3
"Οι ευρωπαϊκές χώρες πρέπει να συνεργαστούν για την εφαρμογή των υψηλότερων δυνατών προτύπων , και , ναι , αυτό σημαίνει ότι ορισμένες χώρες ενδέχεται να επιθυμούν να προχωρήσουν περισσότερο και να λάβουν πρόσθετα μέτρα .",3
Ευρώπη και η Ευρωπαϊκή Ένωση είναι μία ιδέα .,3
"Για αυτόν τον λόγο θα ήθελα να σας προσφέρω , εξ ονόματος της Ευρωπαϊκής Επιτροπής και εμού του ιδίου , τα πιο ειλικρινή μου συγχαρητήρια και τις καλύτερές μου ευχές για το έργο σας για μία ενωμένη Ευρώπη .",3
"Ωστόσο , μια μεγαλύτερη Ευρώπη με μεγαλύτερη ποικιλομορφία απαιτεί στενότερη συνεργασία και μεγαλύτερη ικανότητα ανάληψης δράσης .",3
Η παρατήρηση αυτή με φέρνει στην τροπολογία που κατέθεσε η πολιτική μου ομάδα για τη συμβουλευτική επιτροπή .,3
"Αυτό δεν κατανικά απλώς τον ολοκληρωτισμό , κατανικά επίσης όλα τα προβλήματα που αντιμετωπίζει σήμερα η ανθρωπότητα , και γι  αυτό η πρότασή σας για έναν διάλογο μεταξύ των πολιτισμών , για την αλληλοκατανόηση μεταξύ διαφορετικών θρησκευτικών αντιλήψεων και παραδόσεων είναι τόσο σημαντική για τη μελλοντική ανάπτυξη της Ευρώπης .",3
"Νομίζω ότι υπάρχει μια γερμανική λέξη , η "" Zivilcourage "" : εσείς , καγκελάριε Merkel και Πρόεδρε Barroso , πρέπει να συγκεντρώσετε το συλλογικό θάρρος που θα επιτρέψει στην Ένωσή μας να προχωρήσει προς τα εμπρός , ως γνήσια δημοκρατία , έτσι ώστε να δημιουργήσει τον "" ευρύτερο πατριωτισμό "" για τον οποίο είχε κάνει λόγο ο Ουίνστον Τσόρτσιλ το 1945 και μια κοινή ιθαγένεια για τον απογοητευμένο λαό αυτής της πολυτάραχης και ισχυρής ηπείρου .",3
Το λόγο έχει ο κ . Vondra για να απαντήσει στις διάφορες ομιλίες εξ ονόματος του Συμβουλίου .,3
Πρέπει να σταματήσει η θέσπιση νόμων οι οποίοι δεν μπορούν να τροποποιηθούν από τους ψηφοφόρους στις επόμενες εκλογές .,3
"Όπως δηλώνει ο κ . Harbour , ο ρόλος και η δραστηριότητα του Γενικού Γραμματέα σε όλες αυτές τις δραστηριότητες , όπως και σε πολλές άλλες , είναι αποφασιστικής σημασίας .",3
"Αν όλα ήταν τόσο φοβερά , τότε θα έπρεπε οι Πράσινοι να είχαν εκφράσει την αντίθεσή τους ήδη τότε .",3
Μεγάλο μέρος των συναλλαγών που πραγματοποιούν οι καταναλωτές από την Ευρώπη στο Διαδίκτυο απευθύνεται σε αμερικανικές ιστοσελίδες και στο μέλλον μπορεί κάλλιστα να απευθύνεται σε ασιατικές ιστοσελίδες .,3
"Σε αυτή τη βάση η Ευρωπαϊκή Ένωση και οι χώρες ΑΚΕ πρέπει από εδώ και στο εξής να εργαστούν για την εξάλειψη των παρανοήσεων , να σημειώσουν σταδιακή και εποικοδομητική πρόοδο στις διαπραγματεύσεις και να επιτύχουν συμφωνίες που θα ευνοούν πλήρως την ανάπτυξη των χωρών ΑΚΕ .",3
"Όπως όλοι γνωρίζετε , τα κράτη μέλη συνεδρίαζαν επίσης τακτικά σε επίπεδο Συμβουλίου σε διάφορες ομάδες προβληματισμού σχετικά με τον τρόπο αντιμετώπισης του ζητήματος της αύξησης των τυχερών παιχνιδιών στο Διαδίκτυο σε σχέση με τις δραστηριότητες τυχερών παιχνιδιών στις χώρες μας .",3
Σε αυτό το σημείο της διαδικασίας βρισκόμαστε .,3
"Το πρόβλημα κατά την άποψη του Κοινοβουλίου είναι η δημοσιονομική πειθαρχία , η οποία δεν αναγνωρίζει επαρκώς την ευελιξία .",3
"Στηρίζουμε και εσάς , κυρία Kuneva , στην προσωπική σας δέσμευση για την ολοκλήρωση της ενιαίας αγοράς και στην ιδιαίτερη βαρύτητα την οποία δίδετε στους καταναλωτές και τον ρόλο τους στην εσωτερική αγορά .",3
"Δυστυχώς , προκειμένου να αποτραπεί αυτή η εσφαλμένη προσέγγιση του Ευρωπαϊκού Κοινοβουλίου , κατέστη αναγκαία η εφαρμογή της διαδικασίας συνδιαλλαγής .",3
"Αναμφιβόλως , πρέπει να καταβληθούν προσπάθειες για τη μεταρρύθμιση της μεθόδου .",3
Γιατί ;,3
Δεν αφήνουν καμία δυνατότητα υπεκφυγής .,3
Οι επιδόσεις της Κροατίας όσον αφορά τη σταθεροποίηση πρέπει να αξιολογούνται μέσα από αυτό .,3
"Εξ άλλου , ορίσθηκε ο αριθμός των εδρών του Ευρωπαϊκού Κοινοβουλίου ενάντια στη βούλησή μας και χωρίς διαβουλεύσεις με το Κοινοβούλιο · και αυτή η κατάσταση μου φαίνεται ανυπόφορη .",3
Το δικαίωμα παρακολούθησης είναι το ανεπίδεκτο παραιτήσεως και αναπαλλοτρίωτο δικαίωμα των εικαστικών καλλιτεχνών σε ποσοστό του προϊόντος από την περαιτέρω πώληση των έργων τους .,3
"Το σκάνδαλο είναι ότι τα πρώτα θύματα είναι πάντα οι πιο φτωχοί . "" πρόσβαση στο νερό , κάτι που θα αποτελεί μία από τις κύριες προκλήσεις τα επόμενα χρόνια , θα μπορούσε να καθυστερήσει περαιτέρω την επίτευξη των αναπτυξιακών στόχων της Χιλιετίας .",3
Έχω την τιμή και τη χαρά να συνεργάζομαι μαζί της στην εν λόγω επιτροπή και πάντα εκτιμούσα ιδιαίτερα το έργο της .,3
Όχι αύριο .,3
"( EN ) Κυρία Πρόεδρε , όσον αφορά τις παρατηρήσεις των συναδέλφων μου , ο θάνατος του Bin Laden δεν ήταν μια θανατική ποινή .",3
"Χωρίς αξιοπιστία , δεν μπορούμε να είμαστε αποτελεσματικοί .",3
"Πρόκειται για υποθέσεις , οι οποίες έχουν δυσμενείς επιπτώσεις για μεγάλο αριθμό ανθρώπων , στην προκειμένη περίπτωση για πολλές χιλιάδες ανθρώπων που εμπιστεύτηκαν το μέλλον τους στην ασφαλιστική εταιρεία Equitable Life .",3
"Οι ανωτέρω αναφορές αποδεικνύουν , ελπίζω , ότι η Επιτροπή θεωρεί τον έλεγχο της εφαρμογής του κοινοτικού δικαίου ως μια πολύ σημαντική και χρήσιμη διαστηριότητα και οι συνάδελφοί μου κι  εγώ καλωσορίζουμε θερμά την υποστήριξη που μας παρέχει το Σώμα .",3
Το Euro 6 είναι μια σημαντική πράξη για τη βελτίωση της ποιότητας αέρα στην Ευρώπη .,3
"Υποστηρίζω επίσης τον εκσυγχρονισμό των δραστηριοτήτων στον τομέα της φυσικής αγωγής , ιδίως αυτών που στοχεύουν στην επίτευξη ισορροπίας μεταξύ σωματικών και διανοητικών δραστηριοτήτων στα σχολεία .",3
"Το μέτρο αυτό , το οποίο επιτρέπει στα κράτη μέλη να εφαρμόζουν χαμηλότερο ποσοστό ΦΠΑ σε έναν αριθμό τοπικά παρεχόμενων υπηρεσιών και υπηρεσιών έντονης εργασίας , είναι ένα θετικό παράδειγμα της εφαρμογής της αρχής της επικουρικότητας , και ενθαρρύνουμε την Επιτροπή να προχωρήσει και περαιτέρω με αυτή την οδηγία .",3
"Εν πάση περιπτώσει , δεν υπάρχει καμιά αμφιβολία ότι το Κοινοβούλιο θα πρέπει να συμμετέχει στη διαδικασία .",3
"Επιτροπή θα πρέπει να δώσει μεγαλύτερη έμφαση στα προγράμματα και τους μηχανισμούς χρηματοδότησης που προγραμματίζονται για την επόμενη περίοδο , καθώς και στη στήριξη των μηχανισμών αυτών με ταμεία και διευκολύνσεις επιμερισμού των κινδύνων .",3
"Το κείμενο που εγκρίναμε εγείρει επίσης ζητήματα που εξακολουθούν να είναι προβληματικά και σε σχέση με τα οποία η Κροατία πρέπει να συνεχίσει να καταβάλει προσπάθειες , όπως η καταπολέμηση της διαφθοράς , που παραμένει μια από τις μεγαλύτερες μάστιγες της χώρας , και η παροχή υποστήριξης προς τους επαναπατριζόμενους , που εξακολουθεί να είναι ανεπαρκής .",3
"Για το ίδιο θέμα , θα αναφέρω ένα άλλο παράδειγμα , τη συζήτηση που διεξήχθη σχετικά με τις δημόσιες τράπεζες .",3
8 .,3
Αυτό θα ήταν αντίθετο προς τις βασικές αρχές της φιλελεύθερης-δημοκρατικής έννομης τάξης .,3
Όλοι όσοι ενδιαφέρονται ένθερμα για την τύχη των πολιτικών συνεργασίας και για τη θεσμική και διαχειριστική διαφάνεια των πεπραγμένων των θεσμικών οργάνων .,3
"Το 25 % για παράδειγμα , όπως γινόταν επί πολλά χρόνια ;",3
"Και ο πολιτισμός είναι ένας παράγοντας κοινωνικής συνοχής και μπορεί να συμβάλει στην καταπολέμηση της ανεργίας και του κοινωνικού αποκλεισμού , όπως είπε και ο κ . Perry αναφερόμενος στο ότι ο πολιτισμός διαδραματίζει κάποιο ρόλο στη δημιουργία θέσεων εργασίας .",3
Η Σύμβαση των Ηνωμένων Εθνών για τα Ανθρώπινα Δικαιώματα 50 χρόνια πριν ήταν μια προσπάθεια επανόρθωσης αυτής της κατάστασης .,3
"Έχει το όφελος της ευρωπαϊκής αλληλεγγύης - αυτή η αλληλεγγύη αποδείχθηκε στο ανώτατο επίπεδο από τους αρχηγούς κρατών και κυβερνήσεων , από την Επιτροπή , από την Κεντρική Τράπεζα και από το Διεθνές Νομισματικό Ταμείο πριν από μερικές εβδομάδες , και αυτή η αλληλεγγύη θα συνεχίσει να είναι αισθητή και να αποδεικνύεται .",3
"Στην πραγματικότητα , το πρόβλημα δεν τοποθετείται εδώ , δηλαδή σε αυτό το Κοινοβούλιο , αλλά ούτε και στην Επιτροπή .",3
Είναι τμήμα μιας γενικής λύσης για τη θέσπιση κοινών κανόνων σε όλα τα κράτη μέλη για όλους τους τύπους αεροσκαφών που εισέρχονται στον κοινό ευρωπαϊκό εναέριο χώρο χωρίς σχέδιο πτήσης .,3
Πρόκειται για παραισθήσεις .,3
"Η πορτογαλική Προεδρία της Ευρωπαϊκής Ένωσης αποφάσισε , όπως έκαναν άλλωστε και οι προγενέστερες Προεδρίες , να ορίσει έναν αντιπρόσωπο με εντολή να διατηρήσει επαφές με τα διάφορα μέρη που εμπλέκονται σε αυτό το ζήτημα .",3
Η αντιπολίτευση πρέπει να υποστηρίξει και αυτή το μακεδονικό πρότυπο που επαινέθηκε επανειλημμένα στο Σώμα .,3
΄ Ωρα τωv Ερωτήσεωv ( Συμβoύλιo ),3
"Η Επιτροπή προσβλέπει με χαρά την προοπτική η Συνέλευση Ίσης Εκπροσώπησης να παίξει ενεργότερο ρόλο , ειδικά όσον αφορά την προώθηση ευρύτερου πολιτικού διαλόγου με τους αναπτυξιακούς εταίρους μας .",3
"Είναι ολοφάνερο : η Ελλάδα , η Πορτογαλία και η Ιρλανδία δεν μπορούν να προσαρμοστούν στη ζώνη του ευρώ .",3
"Και πρέπει να ξέρετε ότι η κατ  εξοχήν συνεργαζόμενη χώρα με την ΠΓΔΜ , που έχει τις καλύτερες σχέσεις της περιοχής , είναι η Ελλάδα , και αυτό έχει συμβάλει πάρα πολύ στη σταθερότητα της περιοχής .",3
"Το πρώτο αφορά το σύστημα βάσει του οποίου η Επιτροπή παρακολουθείται , υπόκειται σε λεπτομερή έρευνα , ελέγχεται αν θέλετε , μόνο από μια επιτροπή διορισμένη από τα κράτη μέλη ή το Συμβούλιο και όχι από το Κοινοβούλιο .",3
Και οι δύο κλάδοι - το Συμβούλιο και το Κοινοβούλιο - εγκρίνουν τους νόμους που παρέχουν εξουσίες εφαρμογής στην Επιτροπή .,3
"Εάν δεν δράσουμε τώρα , απέναντι στη μεγαλύτερη κρίση που έχει σημειωθεί ποτέ από την αρχή της ευρωπαϊκής ολοκλήρωσης , πότε τα κράτη μέλη θα είναι έτοιμα να προβούν σε πραγματικά βήματα προόδου για την έγκριση οικονομικών πολιτικών που θα συνάδουν με τους στόχους που τα ίδια έχουν θέσει ;",3
Επ  αυτού ακριβώς διατυπώνεται και η δεύτερη παρατήρησή μου : πολύ κακό για το τίποτα .,3
Δεν έγινε καμία απολύτως αναφορά στη φορολόγηση των χρηματοπιστωτικών συναλλαγών ή στην πάταξη των φορολογικών παραδείσων .,3
"Πρέπει να μπορεί η πλειοψηφία να αγωνίζεται για να υπερισχύσει η άποψη της πλειοψηφίας , και αυτό ακριβώς κάνω .",3
"Προετοιμάζεται ένα σχέδιο δράσης για την εαρινή σύνοδο κορυφής του 2007 , το οποίο θα αποσκοπεί στη διασφάλιση της ασφάλειας του ενεργειακού εφοδιασμού για τον καταναλωτή , ενώ θα έχει σημαντικό αντίκτυπο στο περιβάλλον μέσω της εξοικονόμησης ενέργειας και της χρήσης ανανεώσιμων πηγών ενέργειας .",3
"Εφόσον τόσες πολλές χώρες θέλουν να ενταχθούν στην Ευρωπαϊκή Ένωση , χρειαζόμαστε νέες στρατηγικές . "" πλήρης ένταξη δεν μπορεί να είναι ο μόνος στόχος .",3
"Στην αρχή της θητείας του , ο κ . Medvedev υποσχέθηκε στους Ρώσους μια "" δικτατορία του νόμου "" και πλήρη δημοκρατία .",3
"Σε αυτό το πλαίσιο , επιδοκιμάζουμε θερμά το γεγονός ότι οι νέοι κανόνες θα εφαρμοστούν σύμφωνα με την αρχή της επικουρικότητας με τη μεταφορά τους σε εθνικά προγράμματα που θα εγκρίνει η Επιτροπή . "" εκρίζωση και η οριστική εγκατάλειψη αμπελώνων μπορεί να αποτελέσει μέρος , όχι όμως και επίκεντρο της μεταρρύθμισης αυτής .",3
"Βασικά , η Ευρώπη δεν έχει διαρθρωτικό πλεόνασμα οίνου , αλλά ένα πλεόνασμα που αντιστοιχεί απόλυτα στις ποσότητες που καλλιεργούνται παράνομα .",3
Πρέπει πρώτα να αποκτήσουμε ακριβείς χαρτογραφήσεις θορύβου και μετά να ζητήσουμε από κάθε κράτος μέλος να εφαρμόσει αποτελεσματικά σχέδια δράσης .,3
"Η ημερήσια διάταξη προβλέπει τη συζήτηση της σύστασης για τη δεύτερη ανάγνωση ( A5-0296 / 2001 ) , εξ ονόματος της Επιτροπής Περιβάλλοντος , Δημόσιας Υγείας και Πολιτικής των Καταναλωτών , σχετικά με την κοινή θέση του Συμβουλίου εν όψει της έγκρισης οδηγίας του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου που αφορά την αξιολόγηση και τη διαχείριση του περιβάλλοντος θορύβου ( 6660 / 1 / 2001 - C5-0245 / 2001 - 2000 / 0194 ( COD ) ) ( εισηγητής : κ. de Roo ) .",3
"Η νέα αυτή νομοθεσία πρέπει να εφαρμοστεί το συντομότερο δυνατό , αλλά για να τηρηθεί πρέπει τα κράτη μέλη να επενδύσουν πολύ γρήγορα στα τεχνικά και ανθρώπινα μέσα που είναι απαραίτητα για την παρακολούθηση και τον έλεγχό της .",3
Ημερήσια διάταξη της επόμενης συνεδρίασης : βλ .,3
"Αφενός , αυτό συμβάλλει στη μείωση των γραφειοκρατικών διαδικασιών στο Κοινοβούλιο και στο Συμβούλιο και , αφετέρου , είναι και προς το συμφέρον του περιβάλλοντος να τεθεί η νομοθεσία ταχύτερα σε ισχύ .",3
Αυτό θα είχε ως αποτέλεσμα ενδεχομένως να επανεξετάσει και η Επιτροπή το ζήτημα και να υποβάλει μια έκθεση για την υλοποίηση της ιδέας αυτής .,3
"Αυτό θα ωφελήσει τις γειτονικές χώρες , καθώς και την εσωτερική αγορά .",3
"( EN ) Κύριε Πρόεδρε , το όλο αυτό θέμα έχει προκαλέσει πολλά προβλήματα , ιδίως στον γεωργικό κλάδο της Ιρλανδίας .",3
"Με αυτήν τη σαφή κίνηση , θέλαμε να τονίσουμε την καίρια σημασία μιας συμφωνίας μεταξύ των κυβερνητικών κομμάτων για τα αναγκαία μέτρα που θα οδηγούσαν σε εκλογές στη χώρα .",3
"Τέλος , γνωρίζω πόσο σημαντική είναι για το Συμβούλιο η ευρωπαϊκή πολιτική γειτονίας και η συνεργασία μας με τις μεσογειακές χώρες , αρνούμαι όμως , όπως επί του παρόντος προβλέπεται όσον αφορά τη χρηματοδότηση της κατηγορίας 4 , να υποστηρίξω οιεσδήποτε συμπληρωματικές κοινοτικές δαπάνες για τη Μεσόγειο .",3
"Εξαρτάται από τους γείτονες του βορρά , και εξαρτάται από τη βοήθεια , είτε από την Ευρώπη ή από τις γύρω αφρικανικές χώρες .",3
"Πρέπει λοιπόν να δράσουμε σαν Κοινοβούλιο για να βγει η Γάζα από την απομόνωση , για να υπάρξει μια βιώσιμη λύση βασιζόμενη στις ανάγκες ενός λαού , και όχι απλώς της μίας πλευράς .",3
Συμφωνώ με την άποψή του ότι η επιτυχία του Συμβουλίου ήταν η άρνηση της ΕΕ να ακολουθήσει τον εύκολο δρόμο των μαζικών διασώσεων και εθνικοποιήσεων .,3
"Εγώ είμαι στα 60 μου , τα παιδιά μου στα 30 τους , τα εγγόνια μου μεταξύ 0 και 5 ετών - τέσσερις γενεές μιας σκωτσέζικης και ευρωπαϊκής οικογένειας .",3
