text,Ποικιλία,archaia_or_not
"Η χρήση της δημοτικής, αναμφισβήτητα, προσδίδει ζωντάνια και παραστατικότητα στο κατά τ’ άλλα αδύναμο κείμενο, φανερώνοντας τις προωθημένες απόψεις του δημιουργού του σχετικά με το ζήτημα της γλώσσας. Ο Henri Tonnet 2001, τονίζει ιδιαίτερα το στοιχείο της προφορικότητας που χαρακτηρίζει, άλλωστε, πολλά ελληνικά ποιήματα γραμμένα σε δημώδη γλώσσα και θεωρεί το ποίημα «ιστορικό αφήγημα». 3",1,1
"Η χώρα αύτη ουδέν έχει θαυμάσιον πλην των πολλών και μεγίστων ποταμών της. Το μόνον δε όπερ, πλην των ποταμών και της απείρου εκτάσεως της πεδιάδος, είναι άξιον θαυμασμού, τούτο θα είπω· δεικνύουσιν επί βράχου πλησίον του Τύρου ποταμού ίχνος του Ηρακλέους, το οποίον φαίνεται μεν ως βήμα ανδρός, έχει όμως μέγεθος δύο πήχεων. Και το μεν ίχνος τοιούτον είναι, εγώ δε επανέρχομαι εις την ιστορίαν την οποίαν εξ αρχής ηθέλησα να διηγηθώ. 2",3,1
"Ως δ έγινον τα πλοία έτοιμα, και επρομηθεύθησαν όλα τ αναγκαία εις τους στρατιώτας, εις τας ιερείας της Κόρης εφάνη ότι είδαν κατ όναρ τας Θεάς ετοιμαζομένας ως δι αποδημίαν τινά, και λεγούσας ότι μέλλουσι να συμπλεύσωσι μετά του Τιμολέοντος εις την Σικελίαν δι ό και κατασκευάσαντες τριήρη ιεράν οι Κορίνθιοι, την επωνόμασαν «Των δύο Θεών .» Ο ίδιος δε, μεταβάς εις Δελφούς, προσέφερε θυσίαν εις τον Θεόν , και όταν κατέβαινεν εις τον χρησμόν , έγινε σημείον, ότι εκ των κρεμαμένων αναθημάτων ελύθη ταινία τις, έχουσα και κεντήματα παριστώντα στεφάνους και νίκας, και ελθούσα έπεσεν εις την κεφαλήν του Τιμολέοντος, ώστε εφάνη ως αν αυτός εστέλλετο εις τας μελλούσας του πράξεις υπό του Θεού στεφανούμενος. Ανεχώρησε δε, έχων πλοία Κορίνθια μεν επτά, Κερκυραία δε δύο, και έν δέκατον, ό έδωκαν οι Λευκάδιοι. Εξέπλευσε δε διά νυκτός εις το πέλαγος, και καλόν είχεν άνεμον, όταν αιφνιδίως εφάνη ως αν ανεώχθη ο ουρανός υπέρ το πλοίον αυτού, και έχυσε πυρ πολύ και λαμπρόν. Εξ αυτού δ υψωθείσα λαμπάς ομοία προς τας των μυστηρίων, και τρέχουσα μετ αυτών τον ίδιον δρόμον όν ηκολούθουν οι κυβερνώντες προς την Ιταλίαν, έπεσε τέλος κάτω . Οι δε μάντεις είπον ότι το φαινόμενον επεκύρου τα όνειρα των ιερειών, και ότι βοηθούσαι αι Θεαί την εκστρατείαν, έστελλον το φως εκ του ουρανού· διότι η Σικελία ήτον ιερά της Κόρης, και εκεί μυθολογούσιν ότι έγινεν η αρπαγή αυτής , και ότι η νήσος τη εδόθη εις τους γάμους της ως δώρον ανακαλυπτήριον . 3",3,1
"ΗΡ. Οὐ γὰρ καὶ πάντες οὕτω σοι δοκοῦσι συγκεῖσθαι Page 86 ἐκ δυοῖν, ψυχῆς καὶ σώματος; ὥστε τί τὸ κωλῦόν ἐστι τὴν μὲν ψυχὴν ἐν οὐρανῷ εἶναι, ἥπερ ἦν ἐκ Διός, τὸ δὲ θνητὸν ἐμὲ παρὰ τοῖς νεκροῖς; 1",0,0
"ΗΡΑΚ. Λοιπόν άκουσε, ω Ζευ, να σου ομιλήσω με ειλικρίνειαν, διότι εγώ, ως ο κωμικός ποιητής είπε, είμαι αγροίκος και λέγω την σκάφην, σκάφην· εάν τοιαύτη είνε η δύναμις των θεών, θα σας αφήσω να χαίρεσθε μόνοι σας τας τιμάς του ουρανού, την κνίσαν και των σφαγείων το αίμα και θα φύγω εις τον Άδην, όπου τουλάχιστον θα με φοβούνται αι σκιαί των θηρίων τα οποία έχω φονεύση, όταν θα με βλέπουν γυμνόν, αλλά και ωπλισμένον με τόξον. 2",3,1
"ΗΦ. Ἄκων μέν, κατοίσω δέ· τί γὰρ χρὴ ποιεῖν σοῦ κελεύοντος;–τί τοῦτο; κόρη ἔνοπλος; μέγα, ὦ Ζεῦ, κακὸν εἶχες ἐν τῇ κεφαλῇ· εἰκότως γοῦν ὀξύθυμος ἦσθα τηλικαύτην ὑπὸ τῇ μήνιγγι παρθένον ἔχων, καὶ ταύτην ἔνοπλον· ἦ που στρατόπεδον, οὐ κεφαλὴν ἐλελήθεις ἔχων. ἡ δὲ πηδᾷ, καὶ πυρριχίζει, καὶ τὴν ἀσπίδα κινεῖ καὶ τὸ δόρυ πάλλει καὶ ἐνθουσιάζει, καὶ τὸ μέγιστον, καλὴ πάνυ καὶ ἀκμαία γεγένηται ἤδη ἐν βραχεῖ· γλαυκῶπις μέν, ἀλλὰ κοσμεῖ καὶ τοῦτο ἡ κόρυς. ὥστε, ὦ Ζεῦ, μαίωτρά μοι ἀπόδος ἐγγυήσας ἤδη αὐτήν. 1",0,0
"Ηγήμων Ηγησίας Ηλιόδωρος ησίαι 47 Ηρακλείδης Ποντικός Ηράκλειτος Ήριννα Ηρόδοτος 10, 135, 140, 159, Ηρόδωρος 135, Ηρωδιανός Ηρώνδας Ήρων μηχανικός Ησίοδος 3, 6, 53, 2",2,1
"Ηθέλησε ν ανεγερθή, ν αποσυρθή εκείθεν, αλλά κάτι το πελώριον, κάτι το αμείλικτον, έπληξε την κεφαλήν αυτής και την παρέσυρεν από των ώμων . . . Συνησθάνθη ότι δεν υπήρχεν πλέον τρόπος ν αντιπαλαίση και ανεφώνησε: 2",3,1
"Ηκροάτο προσεπάθει ν αντιληφθή, εξ αποστάσεως, κάποιαν κίνησιν εν τη σκηνή του Λούντο. Τίποτε δεν ετάραττε γύρω του την σιγήν, την τόσον βαθείαν, ώστε η αναπνοή του σκύλου και οι παλμοί της ιδίας του καρδίας αντήχουν ευκρινέστατα. 2",3,1
"Ηξεύρεις όμως, ότι και ημείς οι μικροί και άσημοι Αθηναίοι δεν καθυστερήσαμεν εις την τουρτουριστικήν αυτήν συναυλίαν, την οποίαν συνεκρότησαν εφέτος οι πάγοι καθ όλην την Ευρώπην; Τετράκις μέχρι τούδε ελεύκανεν η χιών τας οδούς και τους ορόφους των οίκων μας! Ο βοριάς, του οποίον εθρηνούμεν άλλοτε και ιδίως πέρυσι την απουσίαν, πνέει αδιακόπως σχεδόν από δύο ήδη μηνών, και τα ύδατα των υπαίθρων αυλάκων παγόνουσι κατά πάσαν σχεδόν νύκτα. Ευτυχώς παγόνει μαζή των και ο πηλός των οδών μας, αίτινες στίλβουσιν ούτω και λαμποκοπούσι την πρωίαν, όσον ουδεμία δημοτική αρχή ποτέ θα το κατώρθονε. 2",3,1
"Ηξεύρω, η παράνυμφος συνήθως τα φέρει όπισθεν της μνηστής, αλλά κάμε τούτο προς χάριν μου. Θα τα πάρω μαζί μου εις την εν Αντίω έπαυλίν μου και θα ομιλούν διά σε. 2",3,1
"Ηρακλής μαινόμενος: Το ωραίο αυτό δράμα του μεγάλου τραγικού, αναφέρεται στον Ηρακλή, που, ελευθερώνοντας τα παιδιά του, κυριεύεται ύστερα από μανία και τα σκοτώνει. Μόλις συνέρχεται από την τρέλλα του και καταλαβαίνει τι έχει κάμει, επιχειρεί να αυτοκτονήση, αλλά τον σώζει ο φίλος του Θησέας. Η άρτια τούτη μετάφραση, που διατηρεί όλη την ομορφιά του πρωτοτύπου οφείλεται στον  Βάρναλη. 3",1,1
"Ηρακλείδες: Το δράμα αναφέρεται στην περίθαλψη των Ηρακλειδών στην Αττική κι αποτελεί ύμνο στην ανδρεία των Αργείων και των Αθηναίων ηρώων. Το επεισόδιο, όπου η Μακαρία παραδίδεται με τη θέλησή της στον θάνατο προς χάριν της κοινής σωτηρίας, εντείνει την τραγικότητα του δράματος. Η μετάφραση, σε στίχους  Βάρναλη. 3",1,1
"Της δε Κρομμυώνος η αγριόχοιρος, ήτις «φαιά» επωνομάζετο, δεν ήτο θηρίον ασήμαντον, αλλά μάχιμον, και δύσκολο να κατατροπωθή. Κατ αυτής εν παρόδω, και διά να μη φαίνηται ότι τα κάμνει όλα κατ ανάγκην, αντιταχθείς, την εφόνευσε, φρονών ότι πρέπει ο ανδρείος των μεν κακών ανθρώπων ν αποκρούη τας προσβολάς, κατά δε των θηρίων όσα εισί γενναία πρώτος να επιπίπτη, να μάχηται και να κινδυνεύη. Τινές δε λέγουσιν ότι η Φαιά ήτον γυνή μετερχομένη τον ληστρικόν βίον, φονική και ακόλαστος, και ότι κατοικούσα αυτόθι εν Κρομμυώνι, επωνομάσθη αγριόχοιρος διά το ήθος και τον τρόπον του βίου της· ο δε Θησεύς ότι έπειτα την εφόνευσεν. 2",3,1
"ΘΟΑΣ. Είμ άνθρωπος• και κάλλιο να τελειώνουμε. Τούτη είναι η απόφασή μου: Ιέρεια μείνε της θεάς, καθώς σ έχει διαλεγμένη. Αλλά η θεά και μένα ας συχωρέση, που μ άδικο και βάρος στην ψυχή μου της κρατώ τις παλιές θυσίες ως τώρα. Ξένος κανείς εδώ άβλαβος δε φτάνει• παλαιόθε ο θάνατος του βέβαιος ήταν. Μα εσύ με μια γλυκάδα, που χαιρόμουν βαθιά σ αυτή να βλέπω μια της κόρης αβρή στοργή, μια της μνηστής αγάπη κρύφια, εσύ, σα να μ έδεσες με μάγια, το χρέος μου μ έχεις κάμει να ξεχάσω. Νανουρισμένα είχες τα φρένα μου. ώστε το γογγυσμό δεν άκουα του λαού μου• τώρα το κρίμα για το πρώιμο τέλος του γιού μου κράζουν δυνατώτερα όλοι. Πια δεν κρατώ για χάρη σου το πλήθος, που βιαστικά γυρεύει τη θυσία. 2",2,1
"ΘΩΜΑΣ ΔΙΑΦΟΥΑΡΟΥΣ Δεν συμφωνώ, δεσποινίς· με το να είμαι έντιμος άνθρωπος, δεν έπεται ότι, δεν πρέπει να σας δεχθώ από την χείρα του πατέρα σας. 2",2,1
"Θέλεις λοιπόν τώρα να εξετάσωμεν, πώς θα σχηματίσωμεν τους τοιούτους ανθρώπους και πώς θα τους φέρωμεν εις το φως, όπως λέγεται διά μερικούς ότι ανέβησαν από τον Άδην εις τους θεούς; Πώς δεν θέλω; Εννοείς ότι δεν πρόκειται τώρα εδώ περί, της περιστροφής ενός οστράκου, όπως εις το παιγνίδι των παιδιών, αλλά περί της περιστροφής της ψυχής, περί της επανόδου δηλονότι αυτής από μίαν σκοτεινήν ημέραν εις το αληθινόν φως του όντος, την οποίαν θα ονομάσωμεν αθινήν φιλοσοφίαν. Πολύ ωραία. Δεν πρέπει λοιπόν να εξετάσωμεν ποίον από τα μαθήματα έχει αυτήν την δύναμιν; Πώς όχι; 2",3,1
"Θέλεις να πας στους γονείς σου, ψυχίτσα μου; Καλά θα κάμης! Καρτέρει νάρθω κ εγώ, να σε συνοδεύσω ως εκεί, μήπως κακοπαθήσης στο δρόμο, μοναχή σου, αγάπη μου! 2",2,1
"Θέογνις γὰρ καὶ Πείσων ἔλεγον ἐν τοῖς τριάκοντα περὶ τῶν μετοίκων, ὡς εἶέν τινες τῇ πολιτείᾳ ἀχθόμενοι· καλλίστην οὖν εἶναι πρόφασιν τιμωρεῖσθαι μὲν δοκεῖν, τῷ  ἔργῳ χρηματίζεσθαι· πάντως δὲ τὴν μὲν πόλιν πένεσθαι τὴν ἀρχὴν δὲ δεῖσθαι χρημάτων.",0,0
"Θέρος ήταν κι ο Ζίνζιρας όλος Σ της φωνής του το μέριμνο μόνο, Μες τον ίσκιο των δένδρων κρυμμένος· Τον καιρό του διαβαίνει λαλόντας. 2",2,1
"Θα ήσαν τρεις μετά μεσημβρίαν, όταν εφάνη ένα συννεφάκι επάνω εις την άκραν της Τήνου· ο Αντωνέλλος συνωφρυώθη και χωρίς να χάνη καιρόν, παρώτρυνε τας γυναίκας να φύγουν Θα χωμε φουρτούνα γλήγορα, ταις είπε· η Τήνο άρχισε να καπελλώνη . . . 2",3,1
"Θα σου ομιλήσω σαφέστερα, είπεν εκείνη. Όλοι οι άνθρωποι, ω Σώκρατες, εγκυμονούν και κατά το σώμα και κατά την ψυχήν, και όταν φθάση ο κατάλληλος καιρός, η φύσις ημών επιθυμεί να γεννήση. Γέννησις όμως μέσα εις το άσχημον δεν είνε δυνατή, αλλά μόνον εις το ωραίον. Και η συνουσία ανδρός και γυναικός γέννησις είνε. Είνε δε τούτο θείον το πράγμα, και αυτό είνε που υπάρχει αθάνατον μέσα εις το θνητόν ζώον, η κύησις και η γέννησις. Αλλ αυτά είνε αδύνατον να γείνουν μέσα εις το ανάρμοστον. Ανάρμοστον δε είνε το άσχημον εις κάθε τι που είνε θείον, εις το οποίον μόνον το ωραίον αρμόζει. Μοίρα λοιπόν και Ειλείθυια εις την γέννησιν είνε η καλλονή . Διά τούτο όταν μεν το κυοφορούν πλησιάζη το ωραίον, και ιλαρύνεται και ευφραινόμενον γίνεται διαχυτικόν και τίκτει και γεννά· όταν δε το άσχημον, και σκυθρωπόν γίνεται και λυπούμενον συμμαζεύεται και αποτροπιάζεται και σφίγγεται και δεν γεννά, αλλά συγκρατούν το κύημα υποφέρει. Εκ τούτου ο αγωνιώδης εκείνος πόθος εις το κυοφορούν και σπαργών ήδη προς το ωραίον, της απολύσεως γινομένης με πολύν πόνον. Διότι ο Έρως, ω Σώκρατες, δεν είνε του ωραίου έρως, όπως νομίζεις συ. 2",3,1
"Θα το ίδωμεν, απήντησεν ο εξάδελφος Βενέδικτος όστις άλλως τε ευχαρίστως θα έδιδεν όλα τα μαστοφόρα των αρκτικών ή ανταρκτικών θαλασσών αντί εντόμου τινός σπανίου είδους. 2",3,1
"Θα χάσης και τα έξοδα, μα και της μναις αντάμα· και μ όλο που δεν ήθελα να πάθης τέτοιο πράμα, αφού η κουταμάρα σου σκαφίδα μας τη λέει τη σκάφη. 2",2,1
"Θεαίτητος. Είναι φανερόν ότι θα ειπούμε, ότι είναι τα είδωλα, που εμφανίζονται μέσα εις τα νερά και εις τα κάτοπτρα, ακόμη δε και τα ζωγραφισμένα και τα γλυμμένα και όλα τα παρόμοια. 2",2,1
"Θεαίτητος. Μα τον Δία δεν το νομίζω αυτό, και ακριβώς πολύ απορώ, καθώς είπες, όταν με ερώτησες. Διότι την ώραν που εξετάζαμεν πώς εννοούν, ότι εκείνο το οποίον νομίζει έκαστος αυτό είναι και αληθινόν δι αυτόν που το νομίζει, τότε μου εφαίνετο ότι ελέγετο πολύ ορθά. Τόρα όμως αμέσως μετεβλήθη εις το αντίθετον. 2",3,1
"Θεαίτητος. Μου φαίνεται, ότι το είπες πολύ ορθά. Διότι όταν κανείς κρίνη αντί ωραίου άσχημον, ή αντί ασχήμου ωραίον, τότε πραγματικώς κάμνει ψευδή κρίσιν. 2",3,1
"Θελουσι σας καμει αποσυναγωγους· μαλιστα ερχεται ωρα, καθ' ην πας οστις σας θανατωση θελει νομισει οτι προσφερει λατρειαν εις τον Θεον.",3,1
"Θεόδωρος. Θα το δεχθή ο Θεαίτητος, καλέ Σωκράτη, διότι δεν είναι διόλου δύστροπος. Αλλά δι όνομα θεού ειπέ μου, μήπως πάλιν δεν είναι αυτά ορθά. 3",3,1
"Θηραμένης δὲ καὶ οἱ σὺν αὐτῷ πρέσβεις ἐπανέφερον ταῦτα εἰς τὰς Ἀθήνας. Εἰσιόντας δ’ αὐτοὺς ὄχλος περιεχεῖτο πολύς, φοβούμενοι μὴ ἄπρακτοι ἥκοιεν· οὐ γὰρ ἔτι ἐνεχώρει μέλλειν διὰ τὸ πλῆθος τῶν ἀπολλυμένων τῷ λιμῷ.",0,0
"Θηραμένης δὲ καὶ οἱ ἄλλοι πρέσβεις ἐπεὶ ἦσαν ἐν Σελλασίᾳ, ἐρωτώμενοι δὲ ἐπὶ τίνι λόγῳ ἥκοιεν εἶπαν ὅτι αὐτοκράτορες περὶ εἰρήνης, μετὰ ταῦτα οἱ ἔφοροι καλεῖν ἐκέλευον αὐτούς. Ἐπεὶ δ’ ἧκον, ἐκκλησίαν ἐποίησαν, ἐν ᾗ ἀντέλεγον Κορίνθιοι καὶ Θηβαῖοι μάλιστα, πολλοὶ δὲ καὶ ἄλλοι τῶν Ἑλλήνων, μὴ σπένδεσθαι Ἀθηναίοις, ἀλλ’ ἐξαιρεῖν.",0,0
"Θηραμένης μὲν δὴ οὕτως ἀπέθανεν· οἱ δὲ τριάκοντα, ὡς ἐξὸν ἤδη αὐτοῖς τυραννεῖν ἀδεῶς, προεῖπον μὲν τοῖς ἔξω τοῦ καταλόγου μὴ εἰσιέναι εἰς τὸ ἄστυ, ἦγον δὲ ἐκ τῶν χωρίων, ἵν’ αὐτοὶ καὶ οἱ φίλοι τοὺς τούτων ἀγροὺς ἔχοιεν.",0,0
"Θολόστεγον το μαγαζί του κυρ-Μιχάλη. Με αψίδας, με καμάρας Βυζαντινάς, με κολώνας Βυζαντινάς, με κεφαλοκόλωνα Βυζαντινών ναών. Αυτό τούτο λείψανον Βυζαντινής Μονής. Ίσως το δοχείον Κοινοβίου αρχαίου, ίσως το μαγειρείον του, ίσως η τράπεζά του. Με διαδρόμους πλακοστρώτους με μελαψάς πλάκας. Με τοίχους καπνισμένους. Μεσαιωνικόν κτίριον. Μετόχιον της Πεντέλης, το μαγαζί του κυρ-Μιχάλη, κατέναντι του αγίου Δημητρίου εις του Ψυρή, ενοικιάζετο πολυετώς από τον καλοπληρωτήν και ειρηνικόν κυρ- Μιχάλην. 2",3,1
"Θυμάσαι το ξύλινο γιοφύρι που τόχουν φάη οι βροχές κ οι τροχοί των κάρρων και των αμαξιών πούνε γεμάτο στις όχτες του από βοστίνες, αγριομενεξέδες και κρινάκια; Θα το περάσουμε αγκαλιασμένοι σαν τότες, και θα κοιτάξουμε με συγκίνηση ματαπάλε τον γκρεμό…κάτω, που βόσκουν στα πλάγια του τα γίδια. Και θάσαι σκυμμένη στον ώμο μου σαν τότες, και το χέρι μου θ αγκαλιάζη την ολόθερμη δαχτυλιδένια μέση σου. 2",2,1
"ΙΑ. Οι δ αριστοκράται, βλέποντες τον Περικλέα και πρότερον ήδη μέγιστον όντα των πολιτών, και θέλοντες να υπάρχη τις εις την πόλιν όστις ν αντιταχθή εις αυτόν, και να μετριάζη την δύναμίν του, ώστε να μη καταντήση εντελώς μοναρχία, αντέταξαν εις αυτόν διά να τον εναντιώται τον Θουκυδίδην εξ Αλωπεκής , άνδρα σώφρονα και συγγενή του Κίμωνος. Ούτος ολιγώτερον μεν πολεμικός του Κίμωνος, αλλ εμπειρότερος της αγοράς και των πολιτικών, κατοικών πάντοτε εις την πόλιν, και εις το βήμα αγωνιζόμενος κατά του Περικλέους, ταχέως αποκατέστησε την ισορροπίαν εις το πολίτευμα· διότι δεν αφήκε τους καλούς καγαθούς άνδρας, ως ελέγοντο τότε οι άριστοι, να διασπαρώσιν εις τον δήμον και να συναναμιγώσι μετ αυτού, ως πρότερον, ότε η αξία αυτών επεσκοτίζετο υπό του πλήθους. Αλλά χωρίσας αυτούς, και εις έν συνάψας όλην αυτών την δύναμιν, έδωκε μείζονα βαρύτητα εις αυτούς, και ούτω κατώρθωσεν υπέρ αυτών να κλίνη η πλάστιγξ. Διότι υπήρχε πριν δυσδιάκριτός τις περιπλοκή αυτών, ως παρατηρείται εις του σιδήρου τα μόρια, υποφαίνουσα όμως την υφισταμένην διαφοράν μεταξύ των δημοτικών και των αριστοκρατικών διαθέσεων. Εκείνων όμως των ανδρών η άμιλλα και η φιλοδοξία, βαθυτάτην χαράξασα εντομήν, έκαμεν ώστε μέρος μεν των πολιτών να καλήται δήμος, μέρος δε ολιγάρχαι. Όθεν και τότε, εις τον δήμον μάλιστα αφείς τας ηνίας ο Περικλής, επολιτεύετο ούτως, ώστε αυτόν να ευχαριστή, επιτηδευόμενος να υπάρχη εις τας Αθήνας πάντοτε ή θέαμά τι πανηγυρικόν, ή συμπόσιον, ή πομπή, διασκεδάζων την πόλιν δι ευγενών ηδονών, και πέμπων ενταυτώ και εξήκοντα κατ έτος τριήρεις, εφ ών πολλοί των πολιτών έπλεον οκτώ μήνας έμμισθοι, μελετώντες και μανθάνοντες συγχρόνως τα ναυτικά. Προς δε τούτοις έστειλε χιλίους κληρούχους εις την Χερρόνησον , πεντακοσίους εις την Νάξον, τους ημίσεις αυτών εις την Άνδρον, και εις την Θράκην χιλίους, όπως κατοικήσωσι μετά των Βισαλτών . Άλλους δ έστειλεν εις Ιταλίαν, όταν ωκίζετο η Σύβαρις, ήν ωνόμασαν Θουρίους . Έπραττε δε ταύτα ελαφρών την πόλιν από όχλου αργού και φιλοταράχου, θεραπεύων δε του λαού την ένδειαν, φρουράν δ οικίζων επίφοβον πλησίον των συμμάχων, όπως μη επαναστατώσιν. 3",3,1
"ΙΑΓΟΣ Έλα, έλα· μην το παρακάμης. Καθώς ήλθαν τα πράγματα, η ώρα, ο τόπος, η κατάστασις της χώρας, καλλίτερα ήτο να μη εγίνετο ό,τι έγεινε. Αλλ αφού έγεινε πλέον, κύτταξε τώρα να το διορθώσης. 2",3,1
"ΙΑΓΟΣ Βάλε το δάκτυλόν σου εις τα χείλη και άκουε να μάθης. Ενθυμήσου πόσον ορμητικά ερωτεύθηκεν απ αρχής, μόνον και μόνον από τα καυχήματα και τα παραμύθια οπού της έλεγεν ο Μαύρος. Και θέλεις να εξακολουθή ακόμη να τον αγαπά διά τα φλυαρήματά του; Αν έχης άσπρου γνώσιν δεν θα το πιστεύσης αυτό. Το μάτι της θέλει να χορτάση. Και τι ευχαρίστησιν θα έχη να βλέπη εμπρός της τον Διάβολον; Αφού το αίμα κορεσθή και ησυχάση, πρέπει να ελκυσθή από τίποτε θέλγητρον διά να ξανανάψη και να του ανοίξη πάλιν η όρεξις· πρέπει να εύρη κάποιαν συμπάθειαν εις την ευμορφιάν, εις τους τρόπους, εις την ηλικίαν. Αλλά ο Μαύρος τίποτε από αυτά δεν έχει. Αφού λοιπόν του λείπουν όλα τα συστατικά διά να ευχαριστήση την τρυφερότητά της, είναι φυσικόν να της έλθη αναγούλα, να τον σιχαθή και να τον μισήση τον Μαύρον. Η φύσις θα την δασκαλεύση και θα την σπρώξη να κάμη νέαν εκλογήν. Λοιπόν, Κύριέ μου, αν τα παραδέχεσαι αυτά, και είναι όλα σωστά και αναμάρτητα, ποίος άλλος θαρρείς ότι θα ωφεληθή από την περίστασιν, παρά ο Κάσιος; ο ευλύγιστος αυτός κατεργάρης, ο οποίος καμόνεται τον ευγενικόν και τον φρόνιμον, μόνον και μόνον διά να καταφέρη καλλίτερα τον ασελγή και μυστικόν σκοπόν του; Κανείς άλλος, κανείς! Αυτός μόνον, ο επιτήδειος κατεργάρης, οπού ηξεύρει πώς να ωφεληθή από την ευκαιρίαν, και έχει την τέχνην να προσποιήται κάθε αρετήν, αν και αρετήν δεν έχη. Διάβολο-κατεργάρης! Και εκτός τούτου είναι και εύμορφος ο κατεργάρης, είναι νέος και σου έχει όλα τα συστατικά οπού αρέσουν τα ανόητα και κλούβια κεφάλια. Πανούκλα να τον εύρη τον κατεργάρην! Τον ηύρεν όμως προτήτερα η ευγενεία της. 3",3,1
"ΙΑΓΟΣ Εκείνη που είν εύμορφη και όμως δεν το ξεύρει, που έχει γλώσσαν και φωνήν και όμως δεν φωνάζει, που δεν της λείπουν χρήματα αλλά δεν τα σκορπίζει, που λέγ είν εις το χέρι μου και όμως δεν το κάμνει, που αν και την επείραξαν δεν τιμωρεί, κι αφίνει να φύγ η δυσαρέσκεια και τ άδικον να μείνη, που έχει γνώσιν, και τον νουν δεν έχασε ν αλλάξη διά ουράν του σολομού κεφάλι της μουρούνας, που της περνούν συλλογισμοί πλην ξεύρει να τους κρύπτη, που αν κανείς την κυνηγά το νοιώθει, πλην δεν στρέφει, τέτοια γυναίκα, αν ποτέ υπήρξε τέτοια, πρέπει… 2",2,1
"ΙΑΓΟΣ Μη με τα λόγια σου αυτά κατάκαρδα μ εγγίζης. Καλλίτερα να μ έκοπταν την γλώσσαν απ το στόμα, παρά να πώ μιαν συλλαβήν προς βλάβην του Κασίου. Αλλ όμως, είμαι βέβαιος, δεν θα τον αδικήσω αν την αλήθειαν ειπώ. Ιδού, ω στρατηγέ μου. Ενώ συνωμιλούσαμεν, εγώ και ο Μοντάνος, Βλέπομεν ένα και ορμά κ εφώναζε Βοήθεια! Κι ο Κάσιος κατόπιν του με το σπαθί ς το χέρι να τον κτυπήση προσπαθεί. Αμέσως ο Μοντάνος πηγαίνει προς τον Κάσιον να τον καθησύχαση, ενώ τον άλλον κυνηγώ εγώ να τον προφθάσω μη τύχη καθώς έτυχε, και τα ξεφωνητά του παραζαλίσουν το νησί. Πλην έτρεχεν εκείνος και μου εξέφυγε. Κ εγώ εγύρισα τρεχάτος εδώ, που ήκουα σπαθιά να σμίγουν να κτυπιούνται, και του Κασίου ταις φωναίς, και λόγια τα οποία δεν ήκουσ απ το στόμα του άλλην φοράν ποτέ μου. Γυρίζω, και δεν ήργησα, κ ευρίσκω και τους δύο πιασμένους εις το μάλωμα και να σπαθοκοπούνται, εκεί που ήλθες, στρατηγέ, και συ να τους χωρίσης. Τίποτε άλλο να ειπώ δεν έχω, ούτε ξεύρω. Πλην όλοι άνθρωποι είμεθα. Καμμιάν φοράν ξεχνιέται κι ο πλέον αξιέπαινος. Και τώρα, μολονότι κάπως εφέρθηκε κακά προς τον Μοντάνον ίσως, εις τον θυμόν κτυπά κανείς κ εκείνον που λατρεύει, πλην βέβαια ο Κάσιος θα ήκουσε πιστεύω από εκείνον πώφυγε κανένα τέτοιον λόγον, οπού κανείς υπομονήν δεν έχει να χωνεύση. 2",3,1
"ΙΑΤΡΟΣ Κυρία, μην ανησυχείς. Το βλέπεις· η μεγάλη η έξαψις επέρασε. Πλην κίνδυνος θα είναι ς την περασμένην του ζωήν να στρέφωμεν τον νουν του. Να έμβη μέσα κάμε τον. Και ως που να συνέλθη όλως διόλου, πρόσεχε, ατάραχος να μένη. 2",2,1
"ΙΑΤΡΟΣ Κυρία, μην ανησυχείς. Το βλέπεις· η μεγάλη η έξαψις επέρασε. Πλην κίνδυνος θα είναι ς την περασμένην του ζωήν να στρέφωμεν τον νουν του. Να έμβη μέσα κάμε τον. Και ως που να συνέλθη όλως διόλου, πρόσεχε, ατάραχος να μένη. 2",3,1
