text,mask,Classified
"Kαθώς οι κυβερνήσεις προετοιμάζονται για το ειδικό Eυρωπαϊκό Συμβούλιο , που θα λάβει χώρα στις 5 Oκτωβρίου στο Δουβλίνο , ζητώ από τα μέλη αυτού του Σώματος να εκφράσουν στη συζήτηση αυτή τις απόψεις τους για το ποιος είναι ο καλύτερος τρόπος να ξανακερδίσουμε -όλοι μας , συμπεριλαμβανομένης της ιρλανδικής Προεδρίας- τη στήριξη αυτής της γενιάς προς την Eυρωπαϊκή Ένωση .",1,Καθαρεύουσα
"Κύριε Πρόεδρε του Ευρωπαϊκού Συμβουλίου , κύριε Πρόεδρε της Επιτροπής , αγαπητοί συνάδελφοι , θα ήθελα να αναφερθώ σήμερα στην τραγωδία της Ευρώπης , σε πολλές περιοχές της μια μεγάλη ανατριχιαστική μάζα ανθρώπων βασανισμένων , πεινασμένων , παραμελημένων που κοιτάζουν κατάπληκτοι τα ερείπια των πόλεων και των σπιτιών τους και αγναντεύουν το σκοτεινό ορίζοντα φοβισμένοι μήπως έρθει ένας νέος κίνδυνος , τυραννία ή τρόμος .",1,Καθαρεύουσα
"Κατά τη διάρκεια της απεργίας πείνας των Κούρδων φυλακισμένων , η Επιτροπή απηύθυνε διάβημα στην κυρία Ciller .",1,Καθαρεύουσα
"Δεδομένου ότι ταυτόχρονα οι ίδιες αρχές υπόσχονται στην Πολωνία ταχεία προσχώρηση - γεγονός το οποίο προσωπικά με χαροποιεί - , διακρίνω σοβαρή αντίφαση , επειδή , προκειμένου να επιτευχθεί αυτή η διεύρυνση , είναι απαραίτητο να προηγηθεί θέσπιση σημαντικών θεσμικών μεταρρυθμίσεων .",1,Καθαρεύουσα
"Kατά πρώτον , στο πλαίσιο της συνολικής στρατηγικής , που μόλις περιγράψαμε , το Συμβούλιο επέφερε μείωση 000 εκατομμυρίων ECU στις πιστώσεις για τη γραμμή 1 της Δημοσιονομικής Προοπτικής .",1,Καθαρεύουσα
Σε αυτά τα ρητά αλλά και έμμεσα συμπεράσματα έχει καταλήξει στα ίδια τα Ηνωμένα Έθνη η συντριπτική πλειοψηφία εκείνων των κυβερνήσεων που έλαβαν μέρος στη πολεμική σύμπραξη του 1991 .,1,ΚΝΕ
Τα ανωτέρω με οδηγούν στις σχέσεις της Ευρωπαϊκής Ένωσης με την Τουρκία .,0,---
Είναι έτοιμη η Ένωση να αρνηθεί τη συμμετοχή της Κροατίας στο Συμβούλιο της Ευρώπης μέχρι ο πρόεδρος Tudjman να παραδώσει τους κροάτες υπόπτους ;,1,Καθαρεύουσα
Γνωρίζετε ότι σε τρεις εβδομάδες γίνονται εκλογές στην Aυστρία .,0,---
"Μια γενική μείωση του χρόνου εργασίας , μια διαφορετική οργάνωση του τομέα της απασχόλησης , πιο ευέλικτη , πιο διαφοροποιημένη ανάλογα με τις θέσεις εργασίας , διαπραγματευόμενη μεταξύ των εταίρων , μπορούν να απαντήσουν στις προκλήσεις της ανεργίας , με μια ισότητα η οποία θα εξασφαλίζει τα ίδια δικαιώματα , τις ίδιες εγγυήσεις , τις ίδιες ευκαιρίες για σταδιοδρομία .",1,ΚΝΕ
"Ο ένας θα πρέπει να λάβει αντιστάθμισμα μισθού , ο άλλος όχι .",0,---
Ποιες είναι οι πραγματικές μισθώσεις του ;,0,---
"Εμείς οι Φιλευλεύθεροι εκτιμούμε ότι σε κάθε περίπτωση υπάρχει κάποιος που τολμά και μπορεί να δράσει . ? λλες ομάδες του Κοινοβουλίου , επιθυμούσαν αντίθετα να αποστασιοποιηθούν , ή να καταδικάσουν εντελώς , την αμερικανική αυτή ενέργεια .",1,Καθαρεύουσα
"Η στάση της Τουρκίας απέναντι στην Ευρωπαϊκή Ενωση είναι προκλητική και ενθαρρύνεται τόσο από τη στάση ευρωπαϊκών κυβερνήσεων , όσο και από τη δική μας ανεκτικότητα .",1,Καθαρεύουσα
"Αυτό , κατά τη γνώμη μου , είναι σήμερα , κύριε Πρόεδρε -και τελειώνω- το μοναδικό και τελευταίο μέσο που μας απομένει για να υποχρεώσουμε την Τουρκία να σεβαστεί τις δεσμεύσεις της .",1,Καθαρεύουσα
1 .,0,---
Αυτό ίσως να βοηθήσει την κυβέρνηση της Τουρκίας να συνειδητοποιήσει ότι η κατάσταση όσον αφορά την κουρδική μειονότητα στην Ανατολική Τουρκία δεν μπορεί να διευθετηθεί με στρατιωτικά μέσα .,1,Καθαρεύουσα
"Θα πρέπει να δημιουργηθούν ειδικά κέντρα στα οποία να ανατεθεί η προστασία των παιδιών και των εφήβων που βρίσκονται σε κίνδυνο , με στόχο την πρόληψη και την αποτροπή κάθε μορφής σεξουαλικής εκμετάλλευσής τους και για να τους παρέχεται κάθε είδος ιατρικής περίθαλψης και ψυχολογικής και νομικής στήριξης .",1,Καθαρεύουσα
"Σχετικά όμως με αυτήν την πρόταση ψηφίσματος , θα ήθελα να επισημάνω κάποια συμπληρωματικά σημεία .",1,Καθαρεύουσα
Πρόκειται περί παραφροσύνης !,0,---
Δεν αρκούν εντούτοις οι εθνικές παρεμβάσεις .,0,---
"Kύριε Πρόεδρε , θα ήθελα να χαιρετίσω τη διακομματική στήριξη αυτής της συζήτησης , η οποία ξεκίνησε από την ομάδα μας με πρωτεργάτη την κυρία Todini , πάνω στο σύνθετο και ακανθώδες ζήτημα της βίας κατά των ανηλίκων .",1,Καθαρεύουσα
"Ως εκ τούτου υποστηρίζουμε έντονα , μαζί και με πολλούς άλλους εδώ μέσα , ότι θα πρέπει να δοθεί βαρύτητα στην κατάρτιση των δικαστικών και των αστυνομικών , ώστε να γνωρίζουν να χειρίζονται καλύτερα τέτοιου είδους φαινόμενα και ακόμη να καταπολεμούν τον σεξοτουρισμό και γενικώς τη σωματεμπορία , γιατί - και αυτό δεν θα πρέπει να αγνοείται - δεν βρίσκονται μόνο παιδιά σ αυτά τα δίκτυα , αλλά και νέοι ενήλικες .",1,Καθαρεύουσα
"Τέλος , θέλω να σας διαβεβαιώσω ότι η Προεδρία και το Συμβούλιο των Yπουργών ενδιαφέρονται εξίσου .",1,Καθαρεύουσα
"Σ αυτήν την περίπτωση , η κατανομή αυτή θα έχει ως αποτέλεσμα να αποδεσμευθεί ο κοινοτικός προϋπολογισμός από αυτό που λέμε « εμπορικό κίνδυνο » .",1,Καθαρεύουσα
Δεν είναι έτσι .,0,---
Aποτελεί μιαν αντίδραση στην Eπιτροπή .,0,---
"Δεν μπορώ να προσθέσω τίποτε άλλο , γιατί συνήθως η εταιρεία αυτή δεν τηρεί το χρονοδιάγραμμα που θέτει .",1,Καθαρεύουσα
"Eπιτρέψτε μου να ευχαριστήσω θερμά την εισηγήτρια για τη δουλειά της , κι ελπίζω να ληφθούν υπόψη και τα δικά μας μελήματα .",1,Δημοτική
"Στόχος μας είναι η βελτίωση της ποιότητας των υπηρεσιών που παρέχουν τα Ευρωπαϊκά Κέντρα Πληροφόρησης , όπως πολύ σωστά τόνισε πριν από λίγο ο κ . Γκάλαχερ .",1,Καθαρεύουσα
"Σκέφτηκα ότι αν , παρ όλα αυτά , ήταν τόσο απλό , να φορούσαμε , εγώ και τα παιδιά μας , τζηνς , τότε , θα μπορούσαμε σίγουρα να είχαμε μία πάρα πολύ καλή συνεργασία με τους κατασκευαστές των τζηνς που σήμερα βρίσκονται σε δυσχερή θέση .",1,Καθαρεύουσα
Όταν αντιλαμβάνονται ότι είναι άρρωστες είναι ήδη πάρα πολύ αργά .,0,---
"Κύριε Πρόεδρε , σε έναν ιδανικό κόσμο οι θετικές διακρίσεις δεν θα έπρεπε να είναι αναγκαίες αλλά , δυστυχώς , δεν ζούμε σε ιδανικό κόσμο .",1,Καθαρεύουσα
Νομίζω ότι εδώ μας ανοίγονται οδοί που πρέπει οπωσδήποτε να ακολουθήσουμε για να επιτύχουμε μεγαλύτερη δικαιοσύνη μεταξύ των ανδρών και των γυναικών στις διάφορες χώρες της Ένωσης .,1,Καθαρεύουσα
"Τέλος , εγώ και το ίδιο ισχύει και για την Επιτροπή του Κοινοβουλίου , ενδιαφέρομαι ιδιαιτέρως να αποκτήσουμε στατιστικά στοιχεία τα οποία θα διαφοροποιούνται βάσει του φύλου .",1,Καθαρεύουσα
"Αφορά , μεταξύ άλλων , το δικαίωμα αδείας ασθενείας , το δικαίωμα υποχρεωτικής άδειας λοχείας διαρκείας δύο εβδομάδων , καθώς και την απαγόρευση της τοποθέτησης εγκύων σε επιβλαβή για την υγεία επαγγέλματα .",1,Καθαρεύουσα
"Χρειαζόμαστε το πέμπτο πρόγραμμα δράσης και έναν τακτικό έλεγχο των αποτελεσμάτων , προ πάντων εκ μέρους της Επιτροπής για τα Δικαιώματα της Γυναίκας , και χρειαζόμαστε ισότητα ευκαιριών , ειδάλλως το θέμα θα χαθεί , με αποτέλεσμα να μην συναντώνται πλέον γυναίκες στην ευρωπαϊκή πολιτική .",1,Καθαρεύουσα
"Κανείς δεν τολμά πλέον να αμφισβητήσει ότι το δικαίωμα ισότητας των ανδρών και των γυναικών είναι ένα θεμελιώδες δικαίωμα μίας δημοκρατικής κοινωνίας , η οποία απαιτεί την ισότητα μεταχείρισης και ευκαιριών και η οποία απαιτεί την πραγματοποίησή της με ένα σύνολο ενεργών μέτρων , μεταξύ των οποίων περιλαμβάνονται οι θετικές δράσεις .",1,Καθαρεύουσα
Στρατηγική για τη μελλοντική διευθέτηση των θεσμικών πτυχών των ρυθμιστικών οργανισμών ( συνοπτική παρουσίαση ),1,ΚΝΕ
"Μέλος της Επιτροπής . - Κύριε Πρόεδρε , η Επιτροπή χαιρετίζει τη θετική στάση που διατηρούν ο εισηγητής , κ . Παπαμστάκος , και οι υπεύθυνες και σχετικές επιτροπές , απέναντι στα σημεία κλειδιά που παραθέτει η ανακοίνωση του Μαρτίου , "" ευρωπαϊκοί οργανισμοί : ο δρόμος προς τα εμπρός "" .",1,Καθαρεύουσα
""" Επιτροπή έχει την πεποίθηση ότι το Κοινοβούλιο θα είναι τώρα σε θέση να δώσει αμέσως εντολή στους αντιπροσώπους του στη διοργανική ομάδα εργασίας .",1,Καθαρεύουσα
Ήμουν ο ίδιος μέλος μιας επιτροπής έρευνας στη Σουηδία πριν από κανα χρόνο .,0,---
"Ως μόνιμη εισηγήτρια επί των διαρθρωτικών ταμείων για την Επιτροπή Προϋπολογισμών , επιθυμώ επίσης να αναφερθώ εν συντομία σε θέματα δημοσιονομικά .",1,Καθαρεύουσα
Η Επιτροπή εξετάζει το ενδεχόμενο να καταθέσει επίσημη νομοθετική πρόταση στο Κοινοβούλιο και το Συμβούλιο .,1,ΚΝΕ
"Πέραν της Συνθήκης της Λισαβόνας , η έκθεση που εγκρίνεται σήμερα υπογραμμίζει τη σημασία της εδαφικής διάστασης .",1,ΚΝΕ
Πού ήταν η ομάδα δράσης για την πολιτική προστασία που συστάθηκε τον Νοέμβριο του 2001 από το Συμβούλιο της Ευρωπαϊκής Ένωσης με σκοπό ακριβώς τη διασφάλιση της ταχείας επέμβασης ακόμα και εκτός Ευρώπης ;,1,Καθαρεύουσα
"Ήταν ένα πρόγραμμα που παρείχε απασχόληση σε άτομα με μαθησιακές δυσκολίες , στη διαλογή κονσερβών και φιαλών για ανακύκλωση .",1,Καθαρεύουσα
"Είναι μάλλον πολύ νωρίς για να αξιολογήσουμε τα αποτελέσματα της πολιτικής συνοχής στα νέα κράτη μέλη της Ένωσης , όμως συντρέχει λόγος ανησυχίας όσον αφορά τις εμφανείς καθυστερήσεις στη χρήση της τρέχουσας διαρθρωτικής χρηματοδότησης στις χώρες αυτές . "" σύγκλιση μεταξύ των χωρών συχνά καλύπτει εντεινόμενες ανισότητες μεταξύ των περιφερειών και εντός αυτών .",1,ΚΝΕ
Στην πραγματικότητα κτίζετε μια γέφυρα και γι αυτό θα ήθελα να πω μερικά λόγια για το στάδιο στο οποίο έφθασε η δημόσια διαβούλευση σχετικά με το μέλλον της ευρωπαϊκής πολιτικής συνοχής .,1,Καθαρεύουσα
"Κύριε Προεδρεύων του Συμβουλίου , ευελπιστώ επίσης ότι θα έχετε το σθένος να πείσετε το Ευρωπαϊκό Συμβούλιο ότι η Ευρώπη πρέπει να συνεχίσει να λειτουργεί ως η κινητήρια δύναμη της διαδικασίας του Κυότο .",1,Καθαρεύουσα
Ο κ . Poettering υποσχέθηκε τη στήριξη της Ομάδας του Ευρωπαϊκού Λαϊκού Κόμματος .,0,---
"Κατά τη διάρκεια αυτών των διαπραγματεύσεων , η Ευρωπαϊκή Ένωση πρέπει να δείξει τι κάνει για να διασφαλίσει ότι οι κανόνες του εμπορίου θα συμβάλουν στη βελτίωση αυτής της κατάστασης στο μέλλον .",1,Καθαρεύουσα
"& # 160 ; & # 160 ; . – Κύριε Πρόεδρε , πιστεύω ότι οι διατλαντικές σχέσεις περιλαμβάνουν επίσης τις σχέσεις με τον Καναδά , και όχι μόνο με τις Ηνωμένες Πολιτείες .",1,Καθαρεύουσα
Είμαι πεπεισμένος ότι αυτός είναι ο καλύτερος τρόπος για να διασφαλιστεί η αρχή των πιστώσεων και να δοθεί πρόσβαση σε υπηρεσίες υγειονομικής περίθαλψης στα πιο ευάλωτα τμήματα του πληθυσμού .,1,Καθαρεύουσα
"Ομολογουμένως , η πρόοδος αυτή είναι περιορισμένη και ανεπαρκής , αλλά είναι επίσης χωρίς προηγούμενο και μπορούμε να παραδεχτούμε γενικότερα το γεγονός ότι έχει υπάρξει πρόοδος .",1,Καθαρεύουσα
"Η Ευρωπαϊκή Ένωση και οι Ηνωμένες Πολιτείες πρέπει να συνεργαστούν προκειμένου να ξεκινήσουν διαδικασίες εκδημοκρατισμού σε χώρες στις οποίες αυτό δεν έχει συμβεί ακόμη , όπως στην περίπτωση της Λευκορωσίας , και να στηριχθούν οι δημοκρατικές δυνάμεις σε χώρες στις οποίες έχει ήδη ξεκινήσει η μετάβαση στη δημοκρατία , όπως στην περίπτωση της Ουκρανίας .",1,Καθαρεύουσα
"Από αυτήν την άποψη , λοιπόν , θα μπορούσε να εξεταστεί η συγκεκριμένη δυνατότητα .",1,Καθαρεύουσα
"γραπτώς . - ( LT ) Πρέπει να καταπολεμήσουμε τη φυματίωση , διότι η νόσος αυτή σκοτώνει κάθε χρόνο σχεδόν δύο εκατομμύρια ανθρώπους , ενώ έχει προσβάλει το ένα τρίτο σχεδόν του παγκόσμιου πληθυσμού .",1,Καθαρεύουσα
- Πριν από την ψηφοφορία για την παράγραφο 9 :,0,---
"Θα ήταν , κατά συνέπεια , θέμα αποδοχής της προφορικής τροπολογίας της κ . Morgantini και συμπλήρωσής της με το εξής τμήμα φράσης : "" και να καλέσουμε τη διεθνή κοινότητα να διασφαλίσει την πραγματική εφαρμογή αυτής της πολυεθνικής δύναμης "" .",1,Καθαρεύουσα
Εξαμηνιαία αποτίμηση του διαλόγου ΕΕ-Λευκορωσίας ( συζήτηση ),0,---
Είχαμε ένα διάλογο για την ενέργεια και ανταλλάξαμε απόψεις για το ζήτημα της διεθνούς ασφάλειας στο υψηλότερο επίπεδο .,1,Καθαρεύουσα
"( DE ) Κύριε Πρόεδρε , κυρία Επίτροπε , θέλω να ευχαριστήσω ιδιαίτερα την Επίτροπο , διότι κατέθεσε με σαφήνεια τις ιδέες της Ευρωπαϊκής Ένωσης στο τραπέζι των διαπραγματεύσεων στη Γενεύη , καθώς , για εμάς , ο γύρος της Ντόχα έχει ως σκοπό να παράσχει ένα νέο πλαίσιο για την παγκόσμια οικονομία , η οποία υφίσταται αυτήν την κρίση .",1,Καθαρεύουσα
Στην ομάδα ALDE είμαστε αποφασισμένοι να επιτύχουμε την ολοκλήρωση του γύρου της Ντόχα .,0,---
10 .,0,---
"Συνεπώς , στο πλαίσιο αυτό , υπάρχουν ζητήματα τα οποία πρέπει να επιλυθούν εντός αυτού του Κοινοβουλίου και ευελπιστώ ότι μπορούν να επιλυθούν με ικανοποιητικό τρόπο .",1,Καθαρεύουσα
"( DE ) Κυρία Πρόεδρε , η πολιτική προστασίας του καταναλωτή αποτελεί κεντρικό στοιχείο της γενικότερης ευρωπαϊκής πολιτικής .",1,ΚΝΕ
"Κύριε Πρόεδρε , η Επιτροπή εκφράζει την ικανοποίησή της για την ετήσια έκθεση του Συνεδρίου για το 2008 .",1,Καθαρεύουσα
Πρόκειται επίσης για πολιτικό ζήτημα .,0,---
"Εντούτοις , οι δικαιούχοι ειδικών ευρωπαϊκών πόρων αγωνίζονται πολύ συχνά έναντι μίας σωρείας κανονισμών οι οποίοι δεν είναι απολύτως σαφείς και οι οποίοι καθιστούν , στην πράξη , αδύνατη την κατάρτιση λογαριασμών που να ανταποκρίνονται πλήρως στις απαιτήσεις των ελεγκτών .",1,ΚΝΕ
"Ωστόσο , δεν κατορθώνουμε να χτίσουμε το σπίτι αρχίζοντας από τα θεμέλια .",0,---
"Εξετάζοντας την ουσία της γνωμοδότησής σας , επέλεξα να εστιάσω σε ορισμένα θέματα στα οποία δώσατε ιδιαίτερη προσοχή .",1,Καθαρεύουσα
"Γνωρίζω ότι ζητήσατε να συμπεριληφθεί ακόμα περισσότερη δράση στην πρόσθετη κοινοτική χρηματοδοτική βοήθεια του 60 % στα επιχειρησιακά ταμεία , όπως κοινή δράση μεταξύ των οργανώσεων παραγωγών ή ολοκληρωμένη παραγωγή .",1,Καθαρεύουσα
"Κατά τη διάρκεια της ψηφοφορίας , οι φωτεινές λυχνίες σε πολλά από τα μηχανήματα ψηφοφορίας έσβησαν , για παράδειγμα στα μηχανήματα των κκ .",1,ΚΝΕ
"Σχετικά με τη συμπερίληψη των οπωροκηπευτικών που προορίζονται για μεταποίηση στο σύστημα ενιαίας ενίσχυσης , ζητήσατε μια προαιρετική μεταβατική περίοδο , ειδικά για τις τομάτες .",1,ΚΝΕ
Είναι ουσιώδες να ισχύουν διαφορετικές πληρωμές για τον τομέα των μαλακών απύρηνων καρπών πέραν του κονδυλίου του καθεστώτος ΚΕΣΕ ( SAPS ) .,1,Καθαρεύουσα
"Ζητώ επίσης τη στήριξη της τροπολογίας 122 , σχετικά με την ενίσχυση για την αγορά ντοματών που προορίζονται για μεταποίηση στα νέα κράτη μέλη βάσει του συστήματος ΚΕΣΕ . "" έγκριση αυτής της τροπολογίας θα διασφάλιζε ότι οι παραγωγοί ντοματών σε αυτές τις χώρες θα διατηρούν την ενίσχυση που λαμβάνουν τώρα .",1,ΚΝΕ
"Το πιο εύκολο πράγμα στον κόσμο είναι να λέει κάποιος ότι "" ανησυχεί "" ή ότι "" δεσμεύεται "" · είναι πολύ πιο δύσκολη η υλοποίηση και η διάθεση πόρων , προκειμένου να επιτευχθεί το αποτέλεσμα που επιθυμούμε όλοι .",1,Καθαρεύουσα
"Εκείνα τα επαγγέλματα και οι τομείς όπου κυριαρχούν οι γυναίκες , όπως οι τομείς του λιανικού εμπορίου και των υπηρεσιών , καθώς και ορισμένες βιομηχανίες , πρέπει να αποκτήσουν μεγαλύτερη αξία .",1,Καθαρεύουσα
"Τέλος , στις 16 Μαρτίου 2009 , το Συμβούλιο ενέκρινε ένα σχέδιο ψηφίσματος σχετικά µε το σχέδιο δράσης των τελωνείων της ΕΕ για την καταπολέμηση των παραβιάσεων ΔΔΙ για τα έτη 2009 έως 2012 , μετά το προαναφερόμενο ψήφισμα του Συμβουλίου της 25ης Σεπτεμβρίου 2008 .",1,Καθαρεύουσα
"Όπως έδειξε ο χρόνος , αυτό το πρόβλημα δεν μπορεί να λυθεί μόνο με νομοθεσία της Ευρωπαϊκής Ένωσης .",1,Καθαρεύουσα
"Ας συνεργαστούμε , τώρα , με όσο το δυνατόν πιο συγκεκριμένες ενέργειες , ώστε η εφαρμογή να γίνει μέρος της εξέλιξης των πολιτικών σε όλους τους τομείς της οικονομίας .",1,Καθαρεύουσα
""" GPG συνήθιζε να εξηγείται από διαφορές σε ατομική βάση , όπως η ηλικία , η εκπαίδευση και η εμπειρία .",1,Καθαρεύουσα
Το Κοινοβούλιο επιθυμεί συγκεκριμένα μέτρα μάλλον παρά αναβολές .,0,---
"Επιπλέον , δεν κατέστη δυνατόν , στη στρατηγική αυτή για τους φυσικούς πόρους , να συμπεριληφθεί ο στόχος να διασφαλιστεί ότι η χρήση των φυσικών πόρων και οι επιπτώσεις που έχουν αυτοί δεν θα υπερβαίνουν τη φέρουσα ικανότητα του περιβάλλοντος .",1,Καθαρεύουσα
"Σήμερα , οι ανησυχίες μας εστιάζονται στον τρόπο με τον οποίο θα διαμορφωθεί αυτό το σύστημα κοινής εποπτείας .",1,Καθαρεύουσα
Αυτό σίγουρα είναι ευπρόσδεκτο .,0,---
"Χρήσιμη θεωρώ επίσης τη δημιουργία κοινοτικού προγράμματος για τη στήριξη του κλάδου , ιδιαίτερα στις πλέον μειονεκτικές περιοχές της Ένωσης .",1,Καθαρεύουσα
Χρειάζεται να σημειώσουμε περαιτέρω πρόοδο όσον αφορά αυτό το θέμα επειδή άλλοι χρήστες μεταφορών θα μπορούσαν επίσης να εκτεθούν σε κίνδυνο και να προκύψουν σοβαρά προβλήματα στην περίπτωση ατυχήματος .,1,Καθαρεύουσα
"Εργαστήκατε πολύ σκληρά για αυτήν και επίσης , μαζί σας κάναμε ορισμένες επισκέψεις στην περιοχή της Ουγγαρίας από την οποία κατάγεστε .",1,Καθαρεύουσα
"Πρώτον , υπέγραψα μνημόνιο συνεννόησης με τον Ευρωπαίο Επόπτη Προστασίας Δεδομένων ( ΕΕΠΔ ) . "" συμφωνία μας έχει ως στόχο τη διασφάλιση της ομοιόμορφης αντιμετώπισης καταγγελιών που θέτουν ζητήματα προστασίας δεδομένων και την αποφυγή περιττών επαναλήψεων .",1,Καθαρεύουσα
"Αυτό δείχνει ότι το θεσμικό όργανο χρησιμοποιείται ως πανάκεια διά πάσα νόσο , ακόμη και για εκείνες που δεν σχετίζονται με τα θεσμικά όργανα της ΕΕ , τα οποία , εξ ορισμού , θεωρείται ότι εποπτεύει ο Ευρωπαίος Διαμεσολαβητής .",1,ΚΝΕ
"( DE ) Κυρία Πρόεδρε , ενώ η κοινωνία της πλειονότητας γηράσκει με ταχείς ρυθμούς , ο πληθυσμός των Ρομά αυξάνεται ραγδαία σε μέγεθος .",1,Καθαρεύουσα
Αυτή η στρατηγική θα εφαρμοστεί ενεργά μόνο όταν βρεθεί μια κοινή ευρωπαϊκή προσέγγιση για τα ζητήματα της ενσωμάτωσης των Ευρωπαίων Ρομά .,1,ΚΝΕ
"Αυτό θεωρείται αυτονόητο για πολλούς , αλλά όχι για όλους .",0,---
"εισηγητής . - ( DE ) Κύριε Πρόεδρε , κυρία Προεδρεύουσα του Συμβουλίου , κύριε Επίτροπε , το Ευρωπαϊκό Κοινοβούλιο είχε παρακαλέσει την άνοιξη του 2006 την Επιτροπή να υποβάλει έκθεση για το θέμα της ικανότητας της ΕΕ να εντάσσει νέα κράτη μέλη . "" έκθεση παρουσιάστηκε στις 8 Νοεμβρίου , όμως κατά τη γνώμη μας δεν είναι ικανοποιητική .",1,Καθαρεύουσα
"Πρέπει να διασφαλίσουμε ότι η Ένωση θα έχει τη δυνατότητα να λειτουργεί πολιτικά , οικονομικά και θεσμικά καθώς διευρύνεται .",1,Καθαρεύουσα
"Πρέπει , όμως , να μιλάμε ξεκάθαρα και να ξεχωρίζουμε αυτά τα διαφορετικά θέματα .",1,Δημοτική
"Αυτό εξαρτάται , πάντως , από την Ευρωπαϊκή Ένωση , τα κράτη μέλη , την Επιτροπή , το Ευρωπαϊκό Κοινοβούλιο , το Συμβούλιο και κυρίως το Ευρωπαϊκό Συμβούλιο , και όχι από τις υποψήφιες χώρες .",1,Καθαρεύουσα
"Θέλω να υπογραμμίσω ότι η Ευρωπαϊκή Ένωση δεν μπορεί να επιβιώσει εάν δεν δοθεί προτεραιότητα στα οικονομικά θέματα αντί των πολιτικών στόχων και της φιλοδοξίας να δημιουργηθεί μια νέα Ρωμαϊκή Αυτοκρατορία του 21ου αιώνα , την οποία θα κυβερνούν το πολύ τρεις ή τέσσερις χώρες .",1,Καθαρεύουσα
Για άλλη μια φορά διαπιστώνουμε ότι τα θεμέλια της ρωσικής δημοκρατίας δεν είναι πολύ στέρεα .,1,Καθαρεύουσα
Ορισμένοι υποστηρίζουν ότι δεν πρέπει να βλέπουμε τη σημερινή εικόνα της Τουρκίας .,0,---
"( IT ) Κύριε Πρόεδρε , κυρίες και κύριοι , στις 13 και 14 Ιανουαρίου διεξήχθη ένα δημοψήφισμα στο εργοστάσιο της Fiat στο Mirafiori στο οποίο ζητήθηκε τόσο από τους εργάτες όσο και από τους υπάλληλους γραφείου να ψηφίσουν υπέρ ή κατά του σχεδίου ανάκαμψης για το εργοστάσιο στο Τορίνο .",1,Καθαρεύουσα
"Κύριε Πρόεδρε , δύο λέξεις μόνο , γιατί το ζήτημα είναι απλό .",0,---
""" παρενόχληση του τύπου της αντιπολίτευσης και των υπερμάχων των ανθρωπίνων δικαιωμάτων αυξάνεται .",0,---
"Ευχαριστώ πολύ , κύριε Eisma .",0,---
Αυτή η ερμηνεία θα υποβληθεί σε ψηφοφορία στην ολομέλεια χωρίς να διεξαχθεί συζήτηση .,0,---
Θα πρέπει να αφήσουμε πίσω μας την εποχή οροθέτησης με ακρίβεια εκατοστού των αιτημάτων της προώθησης της έρευνας .,1,Καθαρεύουσα
"Ωστόσο , πρέπει να υπάρχουν περιθώρια για τη διεξαγωγή κατά το δυνατόν ανεξάρτητων βασικών ερευνών , σύμφωνα με την επιστημονική αρχή της αντικειμενικότητας .",1,Καθαρεύουσα
"Σε πολλές περιπτώσεις , οι τράπεζες και οι επενδυτές επιχειρηματικών κεφαλαίων δεν τολμούν να χρηματοδοτήσουν προγράμματα υψηλής τεχνολογίας , εάν αυτά δεν εμπίπτουν στον χώρο ειδίκευσής τους .",1,ΚΝΕ
"Πρέπει να λάβουμε υπόψη ότι αυτός ο τομέας είναι τομέας αιχμής , και γι αυτό πρέπει να αντιμετωπίσουμε ευνοϊκά αυτήν την πρωτοβουλία , κατανοώντας ότι πρόκειται για πρωτοβουλία που πρέπει να συμπληρωθεί .",1,Καθαρεύουσα
Δεν πρέπει να ξεχνάμε ότι αντιμετωπίζουν ιδιαίτερες δυσκολίες κατά τη συμμετοχή τους σε αυτά τα μεγάλα διακρατικά σχέδια .,1,ΚΝΕ
"Δεν λαμβάνεται επίσης υπόψη το γεγονός ότι η ευρωπαϊκή στρατηγική απασχόλησης που καθορίστηκε τον Νοέμβριο του 1997 , και περιλήφθηκε στη στρατηγική της Λισαβόνας όπως ορίστηκε από το Συμβούλιο τον Μάρτιο του 2000 , ήταν το κύριο εργαλείο για την προώθηση της ευελιξίας , της προσαρμοστικότητας και της κινητικότητας του εργατικού δυναμικού , της προσαρμογής των μισθών και των αλλαγών στη σύνθεση του μισθού , και για το άνοιγμα στα ιδιωτικά συμφέροντα του μεγαλύτερου μέρους των υπηρεσιών κοινωνικής ασφάλισης , συμπεριλαμβανομένων των συντάξεων και της υγείας , γεγονός που είχε αρνητικό αντίκτυπο στην ποιότητα και την ασφάλεια των θέσεων εργασίας που δημιουργήθηκαν , στα δικαιώματα των εργαζομένων και στη διανομή του εισοδήματος , καθώς και στο γενικό επίπεδο παραγωγικότητας .",1,ΚΝΕ
"Σας υπενθυμίζω ότι , σύμφωνα με το άρθρο 14 του Kανονισμού , ο υποψήφιος , για να εκλεγεί , θα πρέπει να λάβει την απόλυτη πλειοψηφία των βουλευτών που ψήφισαν , σε τρεις ψηφοφορίες .",1,Καθαρεύουσα
"& # 160 ; & # 160 ; Κύριε Πρόεδρε , ίσως να άργησα λίγο να το αναφέρω , αλλά πρόκειται για ένα σημαντικό ζήτημα σχετικά με την τροπολογία 15 στην παράγραφο 27 .",1,Καθαρεύουσα
